Text,Location
Pace Wildenstein - 25 St,"New York City, New York"
Henry Street Settlement,"New York City, New York"
The Flea,"New York City, New York"
Queen Elizabeth II Garden,"New York City, New York"
Dwyer Cultural Center,"New York City, New York"
69th Regiment Armory,"New York City, New York"
A La Vieille Russie,"New York City, New York"
Dicapo Opera Theatre,"New York City, New York"
Coogan's Bluff,"New York City, New York"
UBS Art Gallery,"New York City, New York"
7th Regiment Memorial,"New York City, New York"
Phillips,"New York City, New York"
New York Buddhist Church,"New York City, New York"
Krause Gallery,"New York City, New York"
Everett Children's Adventure Garden,"New York City, New York"
St. Anthony of Padua,"New York City, New York"
Vieira Coins & Collectibles,"New York City, New York"
Soho Rep,"New York City, New York"
DC Moore Gallery,"New York City, New York"
Soho Triad Fine Arts Gallery,"New York City, New York"
Tribeca Performing Arts Center,"New York City, New York"
Picasso's Bust of Sylvette,"New York City, New York"
Gertrude Stein Statue,"New York City, New York"
Harlem River Greenway,"New York City, New York"
Franklin Bowles Gallery NYC,"New York City, New York"
City Lore Gallery,"New York City, New York"
Lik Soho,"New York City, New York"
13th Street Repertory Theatre,"New York City, New York"
Kerr Theater Forever Tango,"New York City, New York"
Christ and St. Stephen's Episcopal Church,"New York City, New York"
Lynn Redgrave Theater,"New York City, New York"
Luhring Augustine Gallery,"New York City, New York"
Schermerhorn Building,"New York City, New York"
Black Gotham Experience Work / Space,"New York City, New York"
DeLury Square,"New York City, New York"
The Balcony Theater,"New York City, New York"
Calvary-St. George,"New York City, New York"
Manhattanhenge,"New York City, New York"
Paula Cooper Gallery,"New York City, New York"
The Center for Book Arts,"New York City, New York"
DR2 Kids Theatre,"New York City, New York"
Molly Pitcher's Ale House,"New York City, New York"
Hungarian House,"New York City, New York"
Able Fine Art,"New York City, New York"
Hasted Kraeutler Gallery,"New York City, New York"
Charles A Dana Discovery Center,"New York City, New York"
Margo Feiden Galleries Ltd,"New York City, New York"
Webster Library,"New York City, New York"
Momenta Art,"New York City, New York"
Anderson Cooper Tv Show,"New York City, New York"
Art D'Aurelle,"New York City, New York"
Dance Theater Workshop (DTW),"New York City, New York"
Metropolitan Playhouse,"New York City, New York"
Kent Gallery,"New York City, New York"
Rattlestick Playwrights Theater,"New York City, New York"
Carter Burden Gallery,"New York City, New York"
Edwynn Houk,"New York City, New York"
Midtown Theater,"New York City, New York"
Eighteen Mile Creek,"New York City, New York"
Immanuel Lutheran Church,"New York City, New York"
Bruce Reynold’s Garden,"New York City, New York"
Sean Kelly,"New York City, New York"
Moose River Plains Complex,"New York City, New York"
Theatre Bedlam,"New York City, New York"
Tudor Grove Playground,"New York City, New York"
Fredrick Malle,"New York City, New York"
Edward Tyler Nahem Fine Art,"New York City, New York"
